datetime,city,mana_demand,weather_mana_flux,number_of_open_gates,raid_alert_level,hunter_teams_dispatched,mana_stabilizers_active,local_festival,mana_import_from_neighbors,mana_export_to_neighbors,mana_core_efficiency,holiday_flag,random_chaos_factor,arcane_pressure,temperature,humidity,wind_speed,solar_radiation,rainfall,guild_defense_team_on_duty_0,guild_defense_team_on_duty_1
2024-01-01 00:00:00,City_1,806.2353126957181,-1.3812145162081348,0.0,7.155268034259189,1.0,1.0,0.0,187.5689552155917,2.5263983008162736,0.8141698461992719,,-119.28726840498813,10.167729737878306,,,,573.1635759788635,30.54377307728998,False,True
2024-01-01 00:00:00,City_5,708.9166600805919,-0.6976686440265669,0.0,6.819325012648271,1.0,1.0,,188.5027592971568,,0.8293316721132368,1.0,-42.37739767297436,4.848268739704678,10.726669820963185,95.34868039533904,35.39085142565189,566.72648466717,,False,True
2024-01-01 00:00:00,City_7,1058.0172645399052,-0.5805905110038978,2.0,4.953610364277026,1.0,,0.0,75.88113610421337,,0.7868024895907006,1.0,-85.30227259382069,4.526998097099257,28.75668963143797,93.06683444855597,22.478553380251864,223.34389587613543,3.118533150056446,False,True
2024-01-01 00:00:00,City_4,992.9771405073078,1.3570382905906415,1.0,4.205503424875019,1.0,1.0,0.0,100.54853856328263,65.52690248714987,0.7059537059181362,1.0,,1.6839958033103577,33.36730402591001,52.321672762470975,25.2752730679064,740.0908149369715,46.99000744803935,True,False
2024-01-01 00:00:00,City_8,1379.461791481905,0.6687433351326629,3.0,,0.0,1.0,0.0,51.96891573563709,20.337861314490382,0.6673272179161174,1.0,-130.74743805160497,8.104122763893374,17.40676529723272,,26.91790626748122,361.7107347097683,82.13629563078644,False,True
2024-01-01 00:00:00,City_3,772.6573219347192,0.0575491248104248,2.0,7.450790644140467,2.0,1.0,0.0,60.18460508166612,50.39710928444014,0.897185992138652,1.0,167.23320810854884,10.537454852201218,8.16639807419294,20.715868706852504,6.389895956406622,558.9196380011558,41.36500286409552,False,True
2024-01-01 00:00:00,City_9,1247.3368364211344,0.7848462829455951,0.0,4.788744905424111,0.0,,0.0,78.54885000272252,,0.8132055377858811,1.0,,5.505549417559903,1.2775310430207654,34.71355960592783,,642.0278144627066,85.43504673078704,False,True
2024-01-01 00:00:00,City_2,803.4929463140639,1.1009717651079545,,3.0745106421532475,0.0,0.0,0.0,16.768358869067733,,1.0,1.0,123.93751948114011,7.443507170979808,17.7362282875698,42.69768980668456,47.76900817710805,,66.31609979669226,True,False
2024-01-01 00:00:00,City_10,1083.634059979267,0.1592421561609761,2.0,10.0,3.0,,0.0,176.32951622132063,10.68451313498217,0.9357275864990025,1.0,-84.79464233151793,8.347196754129234,19.096819436163464,7.2965556876959266,13.516572183680449,374.2703203031885,13.48663704951214,False,True
2024-01-01 00:00:00,City_6,1350.009235741167,-0.9107913034566716,2.0,4.2441341826342125,2.0,0.0,,188.9560675673513,77.03201443254805,0.6571873898470676,1.0,-24.36631993144203,,17.693620985311796,49.69224347945388,31.59576635432258,,88.93889832997561,True,False
2024-01-01 01:00:00,City_4,1100.6181710579442,,1.0,8.779776910064383,0.0,,0.0,190.0573108533284,67.46400658314658,0.855226745279325,1.0,-42.49913661568657,,7.418632345329218,6.844787335330582,35.63050284108557,,77.89277436093485,True,False
2024-01-01 01:00:00,City_3,803.8026598757328,,3.0,,2.0,0.0,0.0,198.48424414010805,121.66142682639814,0.8325448434464394,1.0,-294.7655493901545,,17.891107487117424,,47.278996379763264,441.5664420484155,26.436852026776226,False,True
2024-01-01 01:00:00,City_9,1263.2369494781965,-1.324603731026464,,3.2936253006477125,0.0,0.0,0.0,179.92844128361364,17.68712161957534,0.8564039006657207,1.0,170.88302833922742,6.987109085424997,27.80576968031778,17.461337363400965,22.59784734561744,89.54202268073868,4.167923046582889,True,False
2024-01-01 01:00:00,City_2,1015.0169556806228,-0.3697718962159316,3.0,7.114829961694298,2.0,,0.0,183.9139339963081,58.3363458623251,0.9718145739749432,1.0,169.6185044293463,6.386889719868798,1.3640176753793565,95.74971273786412,31.153887811955823,564.3272836892327,54.36811042363764,False,True
2024-01-01 01:00:00,City_6,1395.1098496650447,-1.4914297940806245,2.0,,2.0,0.0,0.0,43.81242312125604,,0.8221108733243547,1.0,-117.50647945532783,1.2245558536862775,31.274662643779124,40.718199999248064,30.434655183644495,322.91448389916286,67.40504178283277,True,False
2024-01-01 01:00:00,City_10,1107.9858890943974,,2.0,7.099797089728365,1.0,,0.0,125.52923365787672,98.24570834496154,0.7125642255130324,1.0,-59.194590065884256,6.19224617808385,15.617727468924263,49.536457978404,31.821671625790472,679.8330383924563,93.95645453559818,False,True
2024-01-01 01:00:00,City_8,1540.003020852288,0.7369849502149044,5.0,,3.0,0.0,1.0,173.83416266663468,13.553119035669395,,1.0,74.72370604055247,5.10218356191619,10.826331859765514,82.62456699326981,47.19692512187238,490.2232440515279,,False,True
2024-01-01 01:00:00,City_5,684.3349555769203,-1.8347668489460764,,4.284529151794201,1.0,0.0,0.0,53.995418973124345,,0.6621099497993959,1.0,149.08896976830158,5.060439583750012,12.890771475014349,54.03554444541491,46.317177966591046,583.1368273036121,,True,False
2024-01-01 01:00:00,City_1,823.2057502265466,-0.6855208929536488,2.0,1.2790488783782052,1.0,1.0,0.0,,,0.6769076909795424,1.0,2.161857483140126,6.634433896288911,25.21032172525509,5.567006900571481,5.365886340226355,791.6114404544204,58.75947875265523,False,True
2024-01-01 01:00:00,City_7,1153.227791488947,-0.1080154629810989,0.0,5.840726031142486,,,0.0,59.68528115170779,26.0621977615439,,1.0,-63.02678047167686,7.173067830786753,4.740146067597934,47.592680599737214,3.3470915093190223,197.7700612013153,89.81035540893622,True,False
2024-01-01 02:00:00,City_6,1426.94550897745,-1.103234495506836,2.0,,2.0,,0.0,,48.63101272556788,0.6768099866598232,1.0,-128.230356430364,5.031592275147071,13.23677704925306,60.275513690151904,11.60097402156402,,38.84521105165993,False,True
2024-01-01 02:00:00,City_4,928.3379669450036,1.2230652654630263,0.0,6.756449683949763,0.0,0.0,,15.777895545705944,93.45673175210426,0.759231819780786,1.0,-65.3942537596597,4.034402497282818,26.721628765926088,,19.643654923008626,186.08658908595945,17.980694679729293,False,True
2024-01-01 02:00:00,City_3,859.1282587336343,0.8682188624338066,4.0,,3.0,0.0,0.0,192.85818204003917,,0.6844566724774132,1.0,-11.565756963847686,7.669873390867957,5.0077084190394,49.691607090598254,3.6514476115430017,296.2732079302236,85.13746361058988,True,False
2024-01-01 02:00:00,City_9,1441.4391457143904,-0.4336196336124388,1.0,4.248404250774334,1.0,0.0,0.0,4.800262113630383,99.20639587608429,0.8863398271574944,1.0,16.87486265112956,5.010310926462406,19.116817299844296,94.100286205897,34.005601190777355,104.30322007817452,0.8913785593868129,False,True
2024-01-01 02:00:00,City_1,658.1461062129526,-0.0698019452909278,1.0,0.7176075031173905,1.0,,0.0,68.76864756938797,15.699521481195038,0.7661315180754322,,-231.92013295263405,4.462342286105776,4.310491577884479,35.94237270919762,18.66572237618988,561.377529911402,,False,True
2024-01-01 02:00:00,City_7,1083.5535376105777,0.4490802863255017,1.0,2.6016708157199866,2.0,0.0,0.0,189.2692767190712,,0.7776850057251463,,71.83026516040654,,14.005758920744396,,,417.59179330082105,,False,True
2024-01-01 02:00:00,City_5,837.3540281166005,-2.259991253624129,1.0,7.894094646623362,0.0,1.0,0.0,33.31695107841208,,0.7968118299677217,1.0,-49.65643322389623,3.614868863754333,25.5540103916886,6.1804935719854015,7.097676332852537,642.9224565550874,33.44793280623465,False,True
2024-01-01 02:00:00,City_8,1279.161160569539,-0.7742143329743,1.0,6.020880905237118,0.0,,0.0,108.10366242300124,93.55024090728526,0.7922444873343263,1.0,5.207463333657364,,29.82107803257493,,3.5492203639782227,,9.359516611655229,False,True
2024-01-01 02:00:00,City_10,1189.836308748388,-1.2703051575785247,3.0,10.0,2.0,,,21.867580005872213,,0.7442918534648855,1.0,-79.39314736686231,10.358542663167468,11.620466107038755,8.281287943502535,25.47822927635775,460.9886120315768,28.33966596356093,False,True
2024-01-01 02:00:00,City_2,941.9828930970951,1.4484061835887014,1.0,7.396616864174176,,,0.0,9.21658065364288,,0.6172107434105168,1.0,-31.79709487686476,0.4844146033086032,21.86505840995673,,34.296569137538654,390.8515071023835,,False,True
2024-01-01 03:00:00,City_1,836.9915902643482,-1.1269090481958688,4.0,5.230241385354274,4.0,0.0,0.0,172.1650070849167,118.1666444504696,0.7941922265822435,1.0,146.1535287512246,4.928243646525557,2.897385387729332,,,206.68656601855585,46.16656357938871,True,False
2024-01-01 03:00:00,City_4,1138.2425106506705,-0.6512752460021399,1.0,3.689187366383431,0.0,1.0,,164.6113301681254,,,,15.304595814412153,5.759202613694192,15.47268709499475,,7.238522740117975,467.65663644913,,False,True
2024-01-01 03:00:00,City_8,1468.87829008304,-0.6919550207021431,5.0,4.592642942529699,4.0,1.0,0.0,109.92256504739969,89.83892912856707,0.9441772547345472,1.0,-145.60715759190762,,17.979092159534524,34.63706391416689,43.60783332136324,216.5385646190237,57.95114770559664,True,False
2024-01-01 03:00:00,City_2,1037.122594870668,-1.0034244612824632,,9.684541917195371,2.0,1.0,0.0,4.186079031842316,66.33678222232258,0.7479207272600719,1.0,-26.960540749753715,3.270358375809974,13.464719255029223,49.036759696047895,40.89782030629005,218.70132555318855,27.561812592823475,True,False
2024-01-01 03:00:00,City_7,1060.8444436411307,0.5531214846112883,0.0,4.088910218303472,,,,191.6280774315752,130.99729493752102,0.7718500310235792,1.0,-46.19651922444733,6.802739224802446,7.611613193298803,55.67257486908256,,160.97893123619872,25.835954905679827,True,False
